"RAISON_SOCIALE";"SIRET";"SIREN";"NUM_TVA";"ADRESSE";"CODE_POSTAL";"VILLE";"PAYS";"TELEPHONE";"EMAIL_CONTACT";"SITE_WEB";"SECTEUR_ACTIVITE";"CHIFFRE_AFFAIRES";"DATE_CREATION";"ACTIF"
"Hubert Industries SARL";"75290288160002";"752902881";"FR23752902881";"83 Boulevard Saint-Germain";"25000";"Besançon";"France";"+33 4 90 10 18 72";"contact@hubert.fr";"https://www.hubert.fr";"Assurance";"47687693.38";"2002-05-03";"True"
"Vincent Conseil SARL";"19852589732764";"198525897";"FR31198525897";"141 Rue Émile Zola";"14000";"Caen";"France";"+33 2 40 74 20 64";"contact@vincent.fr";"https://www.vincent.fr";"BTP";"15642002.19";"2008-11-10";"True"
"André Industries SCI";"42545190447401";"425451904";"FR42425451904";"115 Impasse des Lilas";"68100";"Mulhouse";"France";"+33 2 44 71 20 56";"contact@andre.fr";"https://www.andre.fr";"Luxe";"18948102.69";"2021-02-11";"True"
"Colin Group SCI";"91639218230431";"916392182";"FR36916392182";"6 Rue Victor Hugo";"87000";"Limoges";"France";"+33 4 64 20 48 86";"contact@colin.fr";"https://www.colin.fr";"Médias";"7724655.58";"2007-11-18";"True"
"Schmitt Digital SA";"40411133459171";"404111334";"FR78404111334";"124 Boulevard Haussmann";"76000";"Rouen";"France";"+33 3 27 70 35 29";"contact@schmitt.fr";"https://www.schmitt.fr";"Télécommunications";"308609.48";"2022-06-17";"True"
"Fontaine Group SASU";"54648350061727";"546483500";"FR65546483500";"96 Boulevard Voltaire";"06600";"Antibes";"France";"+33 4 49 92 85 19";"contact@fontaine.fr";"https://www.fontaine.fr";"Conseil";"44261479.09";"2005-08-01";"True"
"Lemaître Industries SARL";"91921224367186";"919212243";"FR73919212243";"90 Boulevard Gambetta";"51100";"Reims";"France";"+33 4 91 98 57 99";"contact@lemaître.fr";"https://www.lemaître.fr";"Banque & Finance";"32580226.1";"2019-01-08";"True"
"Garnier & Associés SASU";"97308783457371";"973087834";"FR14973087834";"8 Chemin du Moulin";"93100";"Montreuil";"France";"+33 2 43 87 68 97";"contact@garnier.fr";"https://www.garnier.fr";"Industrie";"12788972.92";"2007-03-29";"True"
"Hamon Group SAS";"52699160486829";"526991604";"FR51526991604";"133 Rue Pierre Curie";"13008";"Marseille";"France";"+33 2 64 31 64 42";"contact@hamon.fr";"https://www.hamon.fr";"Transport";"25082276.41";"2023-12-01";"True"
"Chevalier Solutions SCI";"88805502863950";"888055028";"FR53888055028";"23 Rue du Faubourg Saint-Honoré";"64000";"Pau";"France";"+33 5 54 28 44 36";"contact@chevalier.fr";"https://www.chevalier.fr";"Luxe";"34980548.91";"2000-04-15";"False"
"Deschamps Technologies SAS";"17499172964767";"174991729";"FR44174991729";"107 Impasse des Lilas";"25000";"Besançon";"France";"+33 3 65 31 32 57";"contact@deschamps.fr";"https://www.deschamps.fr";"Énergie";"35231955.11";"2008-11-18";"True"
"Colin Digital SAS";"70891053637862";"708910536";"FR24708910536";"52 Avenue des Champs-Élysées";"34000";"Montpellier";"France";"+33 2 34 43 62 66";"contact@colin.fr";"https://www.colin.fr";"Santé";"43431263.4";"2007-06-14";"True"
"Simon Technologies SASU";"39717115518423";"397171155";"FR09397171155";"8 Avenue Foch";"21000";"Dijon";"France";"+33 2 71 72 96 22";"contact@simon.fr";"https://www.simon.fr";"Technologie";"3146717.7";"2000-04-28";"True"
"Richard Industries SAS";"66085244510951";"660852445";"FR52660852445";"134 Rue Victor Hugo";"69100";"Villeurbanne";"France";"+33 3 72 70 53 87";"contact@richard.fr";"https://www.richard.fr";"Conseil";"16893855.04";"2015-05-22";"False"
"Legrand Group SA";"50634223690059";"506342236";"FR27506342236";"92 Boulevard de la Marne";"75020";"Paris";"France";"+33 3 22 10 68 99";"contact@legrand.fr";"https://www.legrand.fr";"Luxe";"36288487.34";"2006-03-25";"True"
"David Consulting GIE";"40007596842576";"400075968";"FR65400075968";"116 Rue de la Gare";"30000";"Nîmes";"France";"+33 4 75 62 94 34";"contact@david.fr";"https://www.david.fr";"Technologie";"49310452.13";"2014-06-14";"True"
"Lopez & Associés GIE";"96710859752667";"967108597";"FR28967108597";"114 Rue de la République";"86000";"Poitiers";"France";"+33 5 72 61 88 20";"contact@lopez.fr";"https://www.lopez.fr";"Automobile";"21453022.4";"2021-05-10";"False"
"Caron Group SAS";"41553296089583";"415532960";"FR94415532960";"37 Boulevard de la Marne";"67000";"Strasbourg";"France";"+33 5 83 74 14 26";"contact@caron.fr";"https://www.caron.fr";"Éducation";"39861355.95";"2013-07-08";"True"
"Pons Digital GIE";"28044536868495";"280445368";"FR20280445368";"124 Allée des Tilleuls";"69003";"Lyon";"France";"+33 5 40 41 37 31";"contact@pons.fr";"https://www.pons.fr";"Assurance";"5362936.89";"2001-04-23";"True"
"Morin Solutions SASU";"33662696443767";"336626964";"FR33336626964";"122 Rue Jean Moulin";"84000";"Avignon";"France";"+33 1 95 27 78 91";"contact@morin.fr";"https://www.morin.fr";"Éducation";"4613043.55";"2014-12-05";"True"
"Charpentier Partners GIE";"16943569194408";"169435691";"FR22169435691";"97 Rue Pierre Curie";"21000";"Dijon";"France";"+33 4 93 92 81 65";"contact@charpentier.fr";"https://www.charpentier.fr";"Distribution";"11255186.7";"2005-03-10";"True"
"Garcia Services SAS";"89519302687620";"895193026";"FR36895193026";"30 Avenue Foch";"67000";"Strasbourg";"France";"+33 3 26 50 58 83";"contact@garcia.fr";"https://www.garcia.fr";"Technologie";"15608865.79";"2024-01-10";"True"
"Robin Services SASU";"92815656657844";"928156566";"FR29928156566";"33 Boulevard Gambetta";"86000";"Poitiers";"France";"+33 5 85 38 23 60";"contact@robin.fr";"https://www.robin.fr";"Technologie";"26960817.87";"2020-08-29";"True"
"Henry Industries GIE";"63669123599126";"636691235";"FR60636691235";"38 Rue de la Gare";"80000";"Amiens";"France";"+33 3 28 95 99 14";"contact@henry.fr";"https://www.henry.fr";"Agroalimentaire";"15513682.2";"2005-07-15";"True"
"Delmas Digital SCI";"77761384038272";"777613840";"FR68777613840";"75 Chemin du Moulin";"57000";"Metz";"France";"+33 4 17 52 29 36";"contact@delmas.fr";"https://www.delmas.fr";"Distribution";"35050329.94";"2002-05-11";"False"
"Lecomte Digital SARL";"88103493161355";"881034931";"FR14881034931";"41 Rue de la Paix";"83000";"Toulon";"France";"+33 5 60 53 64 96";"contact@lecomte.fr";"https://www.lecomte.fr";"Éducation";"49516683.57";"2017-07-22";"True"
"Leclercq Solutions EURL";"40318612335571";"403186123";"FR03403186123";"141 Boulevard Voltaire";"78000";"Versailles";"France";"+33 1 26 51 84 16";"contact@leclercq.fr";"https://www.leclercq.fr";"Transport";"22930871.76";"2007-05-05";"True"
"Renard Digital EURL";"41254645528982";"412546455";"FR81412546455";"56 Avenue de Verdun";"33000";"Bordeaux";"France";"+33 2 93 11 56 83";"contact@renard.fr";"https://www.renard.fr";"Santé";"33948058.52";"2006-08-15";"True"
"Picard Conseil EURL";"16048549622589";"160485496";"FR07160485496";"122 Boulevard Saint-Germain";"49000";"Angers";"France";"+33 1 25 75 93 53";"contact@picard.fr";"https://www.picard.fr";"Conseil";"48489375.97";"2018-02-14";"True"
"David Group SARL";"62465806249674";"624658062";"FR61624658062";"45 Impasse des Lilas";"78000";"Versailles";"France";"+33 4 98 95 94 21";"contact@david.fr";"https://www.david.fr";"BTP";"43258299.89";"2017-02-20";"True"
"Boulanger Services SASU";"11245800125728";"112458001";"FR61112458001";"22 Rue du Faubourg Saint-Honoré";"69003";"Lyon";"France";"+33 4 92 95 75 38";"contact@boulanger.fr";"https://www.boulanger.fr";"Technologie";"29383839.5";"2021-07-05";"True"
"Rolland Partners SAS";"29445098760326";"294450987";"FR66294450987";"112 Rue Lafayette";"87000";"Limoges";"France";"+33 5 26 22 51 18";"contact@rolland.fr";"https://www.rolland.fr";"Médias";"9326003.44";"2000-11-19";"True"
"Aubert Consulting GIE";"62459081018379";"624590810";"FR65624590810";"150 Rue des Écoles";"25000";"Besançon";"France";"+33 1 36 94 25 33";"contact@aubert.fr";"https://www.aubert.fr";"Énergie";"365667.74";"2020-01-23";"True"
"David Conseil SAS";"71748855637030";"717488556";"FR81717488556";"42 Boulevard Haussmann";"93200";"Saint-Denis";"France";"+33 5 42 14 20 25";"contact@david.fr";"https://www.david.fr";"Tourisme";"14999038.32";"2007-09-12";"True"
"Lacroix Industries SAS";"42276677516051";"422766775";"FR20422766775";"76 Allée des Tilleuls";"25000";"Besançon";"France";"+33 5 66 27 83 72";"contact@lacroix.fr";"https://www.lacroix.fr";"Agroalimentaire";"26181046.37";"2015-10-18";"True"
"Vidal Technologies SARL";"81147958115863";"811479581";"FR73811479581";"10 Avenue Victor Hugo";"35000";"Rennes";"France";"+33 2 48 37 27 87";"contact@vidal.fr";"https://www.vidal.fr";"Médias";"10880394.38";"2016-02-08";"True"
"Noel Group SCI";"17984307782069";"179843077";"FR14179843077";"67 Boulevard Voltaire";"51100";"Reims";"France";"+33 2 61 68 20 42";"contact@noel.fr";"https://www.noel.fr";"Conseil";"47015946.48";"2006-06-04";"True"
"Moreau Solutions EURL";"77980725594616";"779807255";"FR27779807255";"96 Avenue Foch";"67000";"Strasbourg";"France";"+33 5 87 30 63 29";"contact@moreau.fr";"https://www.moreau.fr";"Agroalimentaire";"49623204.67";"2019-06-14";"True"
"Perrot Technologies SARL";"39004476026334";"390044760";"FR12390044760";"29 Allée des Tilleuls";"45000";"Orléans";"France";"+33 5 62 18 52 91";"contact@perrot.fr";"https://www.perrot.fr";"Assurance";"18204692.29";"2014-12-17";"True"
"Vincent Industries GIE";"39382600411292";"393826004";"FR79393826004";"97 Rue de la République";"69001";"Lyon";"France";"+33 4 23 25 32 77";"contact@vincent.fr";"https://www.vincent.fr";"Transport";"29482469.79";"2021-12-17";"True"
"Gauthier Partners EURL";"40279167982291";"402791679";"FR71402791679";"26 Rue Jean Moulin";"42000";"Saint-Étienne";"France";"+33 1 31 50 59 33";"contact@gauthier.fr";"https://www.gauthier.fr";"Automobile";"40323641.3";"2023-11-07";"True"
"Sanchez Partners SASU";"23697960843955";"236979608";"FR34236979608";"132 Chemin du Moulin";"75001";"Paris";"France";"+33 2 94 26 28 58";"contact@sanchez.fr";"https://www.sanchez.fr";"Immobilier";"2737944.81";"2016-08-08";"True"
"Garnier Partners EURL";"54908580270003";"549085802";"FR23549085802";"113 Rue Nationale";"34000";"Montpellier";"France";"+33 4 74 46 45 64";"contact@garnier.fr";"https://www.garnier.fr";"Tourisme";"47089682.77";"2010-04-06";"True"
"Laurent Group SA";"92740225850991";"927402258";"FR18927402258";"21 Boulevard Haussmann";"13008";"Marseille";"France";"+33 2 21 31 83 17";"contact@laurent.fr";"https://www.laurent.fr";"Assurance";"37196131.9";"2022-02-08";"True"
"Bernard Consulting SASU";"88468769827881";"884687698";"FR31884687698";"128 Boulevard Gambetta";"87000";"Limoges";"France";"+33 5 99 25 61 11";"contact@bernard.fr";"https://www.bernard.fr";"Télécommunications";"45553231.64";"2000-04-29";"True"
"Caron Services SCI";"36223592996661";"362235929";"FR18362235929";"11 Rue de la Gare";"25000";"Besançon";"France";"+33 4 31 96 77 38";"contact@caron.fr";"https://www.caron.fr";"Énergie";"3848606.47";"2005-12-24";"True"
"Petit Digital SASU";"50704991132345";"507049911";"FR13507049911";"29 Avenue Jean Jaurès";"30000";"Nîmes";"France";"+33 2 79 25 47 48";"contact@petit.fr";"https://www.petit.fr";"Éducation";"14747897.47";"2009-07-22";"True"
"Dufour Group SCI";"33349932649953";"333499326";"FR26333499326";"132 Rue Émile Zola";"93200";"Saint-Denis";"France";"+33 1 69 89 72 17";"contact@dufour.fr";"https://www.dufour.fr";"Automobile";"393966.1";"2020-08-25";"True"
"Dumont & Associés SAS";"47551081534400";"475510815";"FR17475510815";"91 Rue de la Paix";"63000";"Clermont-Ferrand";"France";"+33 1 65 72 35 20";"contact@dumont.fr";"https://www.dumont.fr";"Tourisme";"25764498.12";"2006-11-23";"True"
"Deschamps Conseil SAS";"92618807396066";"926188073";"FR07926188073";"58 Rue Pasteur";"51100";"Reims";"France";"+33 4 57 48 56 64";"contact@deschamps.fr";"https://www.deschamps.fr";"Énergie";"26867726.5";"2012-02-02";"True"
"Renard Digital EURL";"27376826328333";"273768263";"FR78273768263";"112 Rue de la Paix";"49000";"Angers";"France";"+33 3 35 24 34 46";"contact@renard.fr";"https://www.renard.fr";"Banque & Finance";"6770648.55";"2018-11-20";"True"
"Robert Industries SARL";"61463907197194";"614639071";"FR90614639071";"31 Rue du Commerce";"42000";"Saint-Étienne";"France";"+33 4 80 73 97 26";"contact@robert.fr";"https://www.robert.fr";"Agroalimentaire";"37579386.33";"2017-12-08";"True"
"Pichon Group GIE";"24110865024382";"241108650";"FR66241108650";"6 Rue de Rivoli";"69001";"Lyon";"France";"+33 2 54 74 11 97";"contact@pichon.fr";"https://www.pichon.fr";"Distribution";"2696787.86";"2015-05-07";"True"
"Maillard & Associés EURL";"56635668872939";"566356688";"FR34566356688";"73 Rue Pasteur";"76600";"Le Havre";"France";"+33 1 64 41 89 29";"contact@maillard.fr";"https://www.maillard.fr";"Tourisme";"9424325.75";"2012-08-11";"True"
"Rousseau Industries EURL";"81546686966250";"815466869";"FR91815466869";"122 Chemin du Moulin";"67000";"Strasbourg";"France";"+33 1 99 74 88 33";"contact@rousseau.fr";"https://www.rousseau.fr";"Télécommunications";"49628328.25";"2006-09-02";"True"
"Bertrand & Associés SASU";"39405668835189";"394056688";"FR36394056688";"110 Rue de la Paix";"06000";"Nice";"France";"+33 5 35 21 16 58";"contact@bertrand.fr";"https://www.bertrand.fr";"Conseil";"26296061.98";"2010-05-19";"True"
"Picard & Associés SASU";"64746196865977";"647461968";"FR07647461968";"14 Rue Lafayette";"93200";"Saint-Denis";"France";"+33 1 44 56 45 54";"contact@picard.fr";"https://www.picard.fr";"Conseil";"12423734.98";"2002-02-18";"True"
"Martin Services SAS";"32760916647397";"327609166";"FR36327609166";"72 Rue Pierre Curie";"87000";"Limoges";"France";"+33 5 22 65 33 42";"contact@martin.fr";"https://www.martin.fr";"Éducation";"18242704.01";"2013-08-26";"True"
"Hubert Consulting SAS";"92727903827079";"927279038";"FR25927279038";"93 Place du Marché";"21000";"Dijon";"France";"+33 3 85 77 87 57";"contact@hubert.fr";"https://www.hubert.fr";"Distribution";"32547392.33";"2009-06-03";"True"
"Laurent Conseil SAS";"77598343188883";"775983431";"FR66775983431";"11 Avenue Foch";"69003";"Lyon";"France";"+33 2 34 67 22 19";"contact@laurent.fr";"https://www.laurent.fr";"Médias";"30988617.42";"2013-07-10";"True"
"Breton Consulting SARL";"87392032030142";"873920320";"FR61873920320";"33 Avenue Victor Hugo";"75015";"Paris";"France";"+33 4 80 42 81 54";"contact@breton.fr";"https://www.breton.fr";"Automobile";"22479262.78";"2005-04-07";"False"
"Leroy Group SASU";"66238598176043";"662385981";"FR47662385981";"43 Rue de la Gare";"75008";"Paris";"France";"+33 3 99 26 47 15";"contact@leroy.fr";"https://www.leroy.fr";"Banque & Finance";"39740079.97";"2008-07-13";"True"
"Masson Consulting SASU";"65135321219828";"651353212";"FR80651353212";"113 Rue Victor Hugo";"44000";"Nantes";"France";"+33 5 59 81 59 61";"contact@masson.fr";"https://www.masson.fr";"Immobilier";"10425537.36";"2000-02-28";"True"
"Bonnet & Associés SCI";"94895061677213";"948950616";"FR24948950616";"129 Chemin du Moulin";"80000";"Amiens";"France";"+33 5 43 48 38 47";"contact@bonnet.fr";"https://www.bonnet.fr";"Immobilier";"27652330.95";"2007-09-04";"True"
"Aubert Solutions SARL";"14197329393835";"141973293";"FR69141973293";"72 Rue Pierre Curie";"06000";"Nice";"France";"+33 2 44 16 92 41";"contact@aubert.fr";"https://www.aubert.fr";"Télécommunications";"26776286.71";"2000-01-23";"True"
"Dufour Services SCI";"44849566120911";"448495661";"FR92448495661";"141 Place de la Bastille";"17000";"La Rochelle";"France";"+33 2 62 88 47 51";"contact@dufour.fr";"https://www.dufour.fr";"Banque & Finance";"31335169.7";"2000-06-19";"True"
"François Solutions EURL";"28976801843552";"289768018";"FR57289768018";"138 Allée des Tilleuls";"75008";"Paris";"France";"+33 5 23 98 58 93";"contact@françois.fr";"https://www.françois.fr";"Immobilier";"43514286.84";"2009-03-31";"True"
"François Solutions SA";"31895596386239";"318955963";"FR52318955963";"102 Rue de Rivoli";"93100";"Montreuil";"France";"+33 4 39 65 57 28";"contact@françois.fr";"https://www.françois.fr";"Éducation";"4775184.0";"2008-02-21";"True"
"André Partners SARL";"62669009633646";"626690096";"FR04626690096";"73 Rue de la Paix";"93200";"Saint-Denis";"France";"+33 3 30 32 60 97";"contact@andre.fr";"https://www.andre.fr";"Télécommunications";"3565760.57";"2003-03-26";"True"
"Brunet Group EURL";"20762522279045";"207625222";"FR72207625222";"4 Rue de la Gare";"31000";"Toulouse";"France";"+33 1 58 59 12 24";"contact@brunet.fr";"https://www.brunet.fr";"Technologie";"38195943.23";"2001-12-17";"True"
"Hamon Solutions SAS";"25315381492232";"253153814";"FR51253153814";"4 Avenue de Verdun";"54000";"Nancy";"France";"+33 1 23 79 53 20";"contact@hamon.fr";"https://www.hamon.fr";"Télécommunications";"7047581.91";"2019-12-06";"True"
"Nicolas Digital SA";"26590741641956";"265907416";"FR80265907416";"140 Chemin du Moulin";"75020";"Paris";"France";"+33 3 90 79 25 12";"contact@nicolas.fr";"https://www.nicolas.fr";"Banque & Finance";"5230484.06";"2013-04-23";"True"
"Nguyen & Associés SARL";"34085398213145";"340853982";"FR83340853982";"110 Boulevard Voltaire";"59000";"Lille";"France";"+33 2 55 93 46 38";"contact@nguyen.fr";"https://www.nguyen.fr";"Luxe";"34369637.79";"2005-01-15";"True"
"Garcia Technologies SARL";"40259577256833";"402595772";"FR73402595772";"86 Rue du Faubourg Saint-Honoré";"13001";"Marseille";"France";"+33 3 20 15 87 29";"contact@garcia.fr";"https://www.garcia.fr";"Énergie";"21488557.36";"2015-01-08";"True"
"Carlier Conseil SASU";"81647934149526";"816479341";"FR49816479341";"74 Rue Nationale";"95100";"Argenteuil";"France";"+33 1 44 73 94 57";"contact@carlier.fr";"https://www.carlier.fr";"Immobilier";"40554898.8";"2003-06-05";"True"
"Fournier Conseil GIE";"44387226429369";"443872264";"FR28443872264";"115 Place du Marché";"69100";"Villeurbanne";"France";"+33 4 18 24 83 64";"contact@fournier.fr";"https://www.fournier.fr";"Immobilier";"7318924.21";"2014-06-28";"False"
"Lefèvre Group GIE";"47861076851853";"478610768";"FR01478610768";"109 Rue Pasteur";"57000";"Metz";"France";"+33 4 87 91 52 27";"contact@lefevre.fr";"https://www.lefevre.fr";"Distribution";"19220942.03";"2022-04-19";"True"
"Giraud Consulting SCI";"98197604440161";"981976044";"FR23981976044";"22 Avenue Foch";"69100";"Villeurbanne";"France";"+33 4 77 83 98 38";"contact@giraud.fr";"https://www.giraud.fr";"Assurance";"11836134.14";"2000-02-16";"True"
"Dubois Consulting SA";"60887454127510";"608874541";"FR48608874541";"16 Rue Pierre Curie";"69003";"Lyon";"France";"+33 3 56 27 47 68";"contact@dubois.fr";"https://www.dubois.fr";"Industrie";"41779091.57";"2018-11-20";"True"
"François Conseil SAS";"22588098528753";"225880985";"FR94225880985";"7 Chemin du Moulin";"69100";"Villeurbanne";"France";"+33 4 57 16 99 23";"contact@françois.fr";"https://www.françois.fr";"Assurance";"23893645.83";"2007-02-04";"True"
"Lopez Technologies SARL";"36311593520101";"363115935";"FR84363115935";"146 Rue Émile Zola";"75001";"Paris";"France";"+33 4 29 33 70 27";"contact@lopez.fr";"https://www.lopez.fr";"Tourisme";"34958339.88";"2013-06-08";"True"
